Country,Continent,Year,Inventory,Exports,Consumption,Government,Household,Imports,Population,Education,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Calories from animal protein (FAO (2017)),Calories from plant protein (FAO (2017)),Calories from fat (FAO (2017)),Calories from carbohydrates (FAO (2017)),Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Smoking,Obesity,Sanitation,Lifetime
Solomon Islands,Asia_Pacific,2000,191.08668536385397,498.9538593164092,716.3325953442962,260.94944311676056,455.3831522275357,590.2918952951377,412665,4.6,25,12,13,39,107,91,39,57,14,2,40,1389,546,171,7,100,0,296,3,331,0,212,105,10,39,113,248,91,139,16,13,58.68,149.92,404.1,1740.3,0.26,0.26,0.07,4.03,0.72,3.12,0.71,28.299999,42.9,0.2367440902426908,67.2249
Solomon Islands,Asia_Pacific,2001,216.85450320460856,482.6438379544096,701.8067878033465,252.5030828458093,449.3037049575373,588.3461569535557,423949,4.6,25,13,13,39,130,94,40,60,15,2,41,1453,527,172,7,103,0,300,3,349,0,223,96,11,38,116,257,93,142,16,13,54.84,145.04,409.68,1705.44,0.26,0.26,0.07,4.03,0.71,3.11,0.71,28.299999,43.6,0.2391419722655319,67.3635
Solomon Islands,Asia_Pacific,2002,189.13585132008112,386.68770335311666,566.3706831662731,200.43252373185396,365.93815943441945,483.8405620127712,435434,4.7,25,13,13,38,168,97,41,62,16,2,43,1498,518,173,8,105,0,305,3,363,1,234,92,13,38,119,264,95,144,17,13,62.24,149.16,436.77,1743.83,0.26,0.26,0.07,4.02,0.71,3.11,0.71,28.200001,44.4,0.24159114814185387,67.5148
Solomon Islands,Asia_Pacific,2003,195.1254723872593,205.55680205512863,771.113692847954,156.35072982183613,614.7629630261176,317.2912446975343,447016,4.7,25,13,13,36,184,98,42,64,17,2,45,1546,509,173,8,108,0,306,3,376,1,248,92,13,35,122,271,97,147,17,13,58.6,149.92,432.09,1768.39,0.26,0.26,0.07,4.01,0.71,3.1,0.71,28,45.1,0.2440874599566906,67.6443
Solomon Islands,Asia_Pacific,2004,172.83768725061313,253.92455232452804,884.7588015934131,212.40504721122235,672.3537543821903,387.13660662489946,458549,4.8,24,14,14,33,206,99,43,66,17,2,47,1588,500,172,8,110,0,303,3,388,0,262,93,14,33,124,276,98,149,17,13,62,150.88,423.9,1765.22,0.26,0.26,0.06,4,0.71,3.1,0.7,27.9,45.9,0.24663449271506427,67.8009
Solomon Islands,Asia_Pacific,2005,17.06975174632304,321.18829237907465,1157.888739732783,413.1501668534702,744.7103117009244,462.07026664301645,469918,4.8,24,14,14,33,220,101,44,67,18,3,48,1631,503,171,9,112,0,305,3,401,0,277,96,14,33,127,282,101,152,17,13,62.24,151.76,417.51,1795.49,0.26,0.26,0.06,3.99,0.71,3.09,0.7,27.700001,46.6,0.2573129780089292,67.9363
Solomon Islands,Asia_Pacific,2006,98.9673341409594,347.24613624064926,1241.9403385919732,428.3758581282162,813.537164059081,548.1856090369228,481086,4.9,24,15,15,33,222,103,44,68,19,3,49,1682,505,167,9,115,0,305,3,415,0,283,95,15,32,130,289,103,156,17,13,66.72,149.96,452.16,1789.16,0.26,0.26,0.06,4,0.71,3.09,0.7,27.5,47.4,0.26813293257338605,68.0899
Solomon Islands,Asia_Pacific,2007,193.02662615282537,454.1927931927264,1316.4527433658443,442.32281081684016,874.129932549002,729.0081122263738,492133,4.9,25,15,15,34,262,106,44,68,19,3,49,1715,510,161,9,117,52,305,3,425,0,286,94,15,33,132,292,105,158,18,13,67,151.4,427.86,1773.74,0.26,0.26,0.06,4.02,0.7,3.08,0.7,27.200001,48.1,0.27909528521761395,67.9856
Solomon Islands,Asia_Pacific,2008,149.48572982695535,535.6614720094205,1469.9857445933717,469.25185961631496,1000.7338849770564,811.5818731531372,503366,5,22,15,15,33,437,105,41,65,21,3,48,1693,498,154,9,116,0,292,3,421,0,279,90,15,33,130,287,104,156,17,13,66.8,150.56,429.66,1832.98,0.26,0.26,0.06,4.03,0.7,3.08,0.7,26.9,48.9,0.29020831760587723,68.4039
Solomon Islands,Asia_Pacific,2009,102.53475367125112,455.9001186148992,1480.982583108754,478.2625748797454,1002.744105703431,668.1265758611306,515182,5,21,16,15,32,352,108,40,66,22,3,49,1771,502,147,10,121,21,292,3,442,0,291,92,16,32,135,297,109,162,18,13,67.92,150.8,434.7,1799.58,0.26,0.26,0.06,4.05,0.7,3.07,0.7,26.799999,49.6,0.3014623958135183,68.4656
Solomon Islands,Asia_Pacific,2010,205.9227699730895,598.0827884456855,1638.3380956232304,536.7240986020032,1101.6139970212255,1037.835726375898,527861,5.1,21,17,16,32,377,110,38,66,23,3,49,1801,502,143,10,123,2,287,3,453,0,295,92,16,32,137,299,110,164,18,12,66.6,153.44,438.39,1823.57,0.26,0.26,0.07,4.06,0.7,3.07,0.7,26.799999,50.4,0.3128664553736685,68.7318
Solomon Islands,Asia_Pacific,2011,108.07388603902206,985.3042056567472,1707.6012329229118,482.4899675243905,1225.0870986082616,1121.7257366697788,541522,5.2,21,17,16,31,244,113,37,66,23,3,49,1885,508,140,11,127,0,283,3,478,0,317,96,16,31,142,310,115,171,19,12,74.96,157.24,460.26,1798.54,0.26,0.26,0.07,4.07,0.7,3.07,0.7,26.799999,51.2,0.32437463297890023,68.908
Solomon Islands,Asia_Pacific,2012,29.560059566939355,1063.819844299031,1881.6481589843472,543.2058258053685,1338.4178831710697,1170.4218788001515,556066,5.2,21,18,17,29,197,113,35,66,23,3,48,1936,505,136,11,130,0,274,3,495,0,333,99,16,29,144,315,118,174,19,12,69.36,157.6,422.82,1771.22,0.26,0.26,0.07,4.09,0.7,3.07,0.7,26.799999,51.9,0.335992490100096,69.0839
South Africa,Africa,2000,21.991561454504858,827.3987096244833,2456.2946927289145,554.192224103047,1902.102468625876,736.2396859039952,44967713,8.8,2495,4188,913,3159,25,2342,26040,1679,169847,345,28877,78567,34409,24085,720,9477,98,22908,580,46044,46,18102,8703,838,2990,24428,21292,7112,13914,2647,167,103.96,201.44,641.34,1939.26,0.23,0.57,0.15,3.97,1.58,4.17,2.36,19.6,43,0.7342200614027224,58.4704
South Africa,Africa,2001,4.6518938591002685,786.912555945318,2157.3569658606852,490.6848822878194,1666.672083572866,678.0009279270677,45571272,7.5,2655,4242,929,2988,296,2253,25986,1870,202764,328,29503,77993,35259,24733,667,9417,19,22370,573,45486,16,18305,8749,811,2835,24000,21103,7039,13970,2634,160,101.52,202.8,676.98,1927.7,0.23,0.57,0.15,3.97,1.57,4.15,2.35,18.700001,43.7,0.7453538272971622,57.2614
South Africa,Africa,2002,28.3145194264315,796.2564343635238,1978.868771765276,466.7428754630813,1512.1258963021944,700.2270303586844,46150913,8.5,2864,4295,952,2899,163,2251,26334,2311,234098,325,32012,79108,37044,25486,644,9824,41,22252,587,45752,19,18911,9023,820,2758,24799,21247,7064,14260,2659,158,103.4,196.08,700.38,1906.14,0.23,0.57,0.15,3.97,1.56,4.14,2.33,17.9,44.4,0.75654169615236,55.6662
South Africa,Africa,2003,42.17938992609955,1008.5279727329104,2986.4236071651735,714.9105250485095,2271.5130821166617,919.6872613288928,46719203,8.8,3106,4349,971,2838,126,2261,26617,2730,262718,322,34851,80341,38924,26109,626,10249,4,22148,605,46271,23,19609,9371,829,2712,25733,21424,7151,14667,2717,160,106.08,196.72,711.09,1915.11,0.23,0.57,0.15,3.98,1.54,4.12,2.3,17.1,45.1,0.7676420122149772,54.3308
