Country,Continent,Year,Inventory,Exports,Consumption,Government,Household,Imports,Population,Education,Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Calories from animal protein (FAO (2017)),Calories from plant protein (FAO (2017)),Calories from fat (FAO (2017)),Calories from carbohydrates (FAO (2017)),Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Smoking,Obesity,Sanitation,Lifetime
Latvia,Europe,2010,150.9932075572426,6084.627017488218,9335.153146575703,2102.988615518277,7232.164531057445,6323.177930548377,2097555,12.5,12,808,179,8,0,186,177,3,131,52,81,16628,396,52,300,522,0,4,181,6111,0,382,242,28,2,287,446,484,1068,160,2,232.52,152.76,1079.91,1670.81,0.3,0.56,0.16,4.07,1.28,4.05,2.31,29.5,55.8,0.9238785157004228,72.9538
Latvia,Europe,2011,368.0256692591512,8042.940590500018,10787.787276110705,2530.0941903558605,8257.693085754832,8840.867447464812,2059709,12.6,11,829,179,8,0,165,166,1,128,46,73,16290,389,52,294,482,0,4,165,6063,0,376,259,21,1,250,441,459,1029,148,2,227.8,158.16,1079.1,1682.94,0.31,0.56,0.16,4.07,1.27,4.04,2.31,29.299999,56.1,0.9341780804958372,73.6934
Latvia,Europe,2012,202.53374352624735,8510.079961512527,10779.92601464382,2424.108533232679,8355.817481411175,9249.80997255627,2034319,12.6,10,855,180,8,0,156,158,3,138,45,69,16142,386,49,294,470,0,4,177,5998,0,371,275,18,1,235,443,446,1013,141,1,210.16,158.16,1061.91,1677.77,0.31,0.56,0.17,4.07,1.26,4.03,2.34,29.1,56.5,0.9392641960282532,73.7447
Lebanon,Asia_Pacific,2005,44.81001348182574,1675.566251205005,4417.246482117626,665.2730519983033,3751.973430119323,2568.4249550192058,4698761,7.5,39,690,138,13,0,54,174,22,62,53,50,11730,700,697,11,132,0,73,3,5093,25,586,823,30,11,350,946,453,722,79,140,136.36,203.32,947.88,1834.44,0.27,0.99,0.22,6.12,0.59,5.34,0.43,29.4,62.4,0.8150329416627065,76.2726
Lebanon,Asia_Pacific,2006,-63.31982788769455,1646.6811372165005,4596.407891349711,672.0754836212457,3924.3324077284574,2566.965994367762,4759760,7.6,40,725,146,13,0,52,173,21,60,56,50,12217,723,677,11,135,0,71,3,5315,756,610,847,30,11,354,975,461,739,78,143,135.92,199.08,997.56,1795.44,0.27,0.99,0.22,6.21,0.6,5.34,0.43,28.700001,62.9,0.8282302048842799,76.0796
Lebanon,Asia_Pacific,2007,-10.578056388257746,1934.2532197178052,5176.680553724304,714.7463729667779,4461.934180757516,3167.7019466826937,4767347,7.8,39,763,155,13,0,51,175,21,59,59,49,12719,749,657,12,138,0,69,3,5532,41,635,872,30,11,360,1005,472,758,79,145,134.4,199.16,999.99,1849.45,0.27,0.99,0.22,6.43,0.62,5.33,0.43,28,63.4,0.8414277374816643,77.0801
Lebanon,Asia_Pacific,2008,41.429196911303336,2355.6510954536498,6205.322128300738,818.867248461456,5386.454879839131,4160.5927579642985,4764745,7.8,39,803,164,13,0,51,214,20,58,62,49,13194,774,632,12,141,0,68,3,5725,142,660,897,30,11,366,1034,482,776,79,146,137.52,196.48,967.86,1825.14,0.27,1,0.23,6.68,0.64,5.32,0.43,27.4,63.9,0.8546249589432383,77.5844
Lebanon,Asia_Pacific,2009,-82.48320132572461,2441.5284587013034,7140.587546456242,949.4446591462088,6191.142887310041,4207.1906493432825,4813026,7.9,39,844,173,13,0,52,174,19,58,65,47,13590,799,606,12,143,0,67,3,5921,17,686,924,30,11,371,1055,492,793,80,146,139.16,192.08,995.4,1817.36,0.27,1,0.23,6.89,0.66,5.32,0.43,26.9,64.4,0.8678222390654029,77.8892
Lebanon,Asia_Pacific,2010,-7.678782048584451,2718.369235236593,7770.423685627704,948.4625603962376,6821.9611252315935,4662.6920344479295,4953064,7.9,38,884,181,14,0,52,176,19,60,68,45,13927,818,587,12,146,0,66,3,6105,2,710,952,30,11,376,1071,501,808,80,145,123,200.76,963.09,1875.15,0.27,1,0.23,6.98,0.67,5.31,0.43,26.6,64.9,0.8810197082048606,78.1559
Lebanon,Asia_Pacific,2011,92.94329173710204,2790.9800525944524,7872.358850062744,964.6899771768996,6907.668872885966,5048.571473324027,5202022,8,39,927,190,14,0,53,186,19,62,75,45,14393,842,585,13,154,0,66,3,6332,13,736,980,31,11,397,1094,516,830,82,146,118.32,197.52,929.97,1880.19,0.27,1,0.23,6.97,0.69,5.31,0.43,26.700001,65.4,0.8942170948142857,78.4036
Lebanon,Asia_Pacific,2012,-40.52479706092112,2289.9537120336536,8440.18292893039,1086.5554106146735,7353.62751831572,4748.249715059502,5537620,8.1,39,968,197,14,0,56,262,20,63,83,44,14796,864,597,13,166,0,66,3,6547,9,757,1002,33,12,426,1112,530,851,86,146,116.2,201.64,900.81,1872.35,0.27,1,0.23,6.95,0.7,5.31,0.43,27,65.9,0.9074143765733294,78.6284
Lesotho,Africa,2000,-5.635118843461818,142.28218515274312,619.8490757188712,142.66477567075148,477.18430004811967,509.9258284287721,2032805,4.9,178,149,30,213,0,87,664,126,12815,4,2163,3283,1882,1859,24,434,0,2276,22,1518,0,716,345,38,206,604,1121,369,791,92,47,38.76,236.64,313.38,1873.22,0.2,0.55,0.09,3.61,0.58,5.39,2.23,20.299999,28.5,0.12319578119888527,48.4266
Lesotho,Africa,2001,-3.362313707397922,201.12731259357884,515.8993266516615,125.83559374815816,390.0637328464429,472.69102180077346,2035738,5,189,149,31,218,0,91,674,133,14299,4,2283,3373,1942,1818,25,458,1,2288,23,1570,0,757,361,40,211,638,1134,372,805,96,44,39.96,238.4,316.8,1889.84,0.21,0.55,0.09,3.61,0.59,5.42,2.23,20,29.2,0.1530653748173881,46.8493
Lesotho,Africa,2002,-7.847215763534864,230.43889343675733,500.2401743919349,126.35016023665654,373.89001420201527,463.9034812908073,2029832,5.1,200,148,32,218,0,95,687,144,15644,5,2465,3518,2003,1781,26,491,0,2299,24,1640,2,815,383,41,211,682,1161,377,827,100,40,40.32,241.68,314.73,1919.27,0.21,0.55,0.09,3.62,0.59,5.45,2.24,19.6,29.8,0.18295405728158784,45.5946
Lesotho,Africa,2003,-15.699143975746583,310.4080047257712,747.3839112912891,189.31148000316745,558.0724312881183,667.650314571822,2018355,5.1,211,146,34,220,0,98,697,165,16919,5,2674,3686,2068,1741,27,523,0,2312,25,1718,0,883,408,43,213,727,1192,380,848,105,35,39.08,242.8,297.63,1938.49,0.21,0.55,0.1,3.62,0.6,5.48,2.25,19.200001,30.4,0.2128579957440589,44.5296
Lesotho,Africa,2004,-5.631772852372115,373.2134312624927,931.641466459588,232.4965331992624,699.1449331831553,796.6443898000102,2005953,5.2,221,143,35,222,0,101,704,175,17922,5,2854,3801,2126,1710,28,556,0,2300,26,1772,0,934,427,44,216,768,1213,381,861,109,32,39.08,245.12,301.32,1955.48,0.21,0.55,0.1,3.62,0.6,5.5,2.25,18.700001,31,0.24278335534282208,43.7108
Lesotho,Africa,2005,0.24986429212883576,360.58202877855183,1035.7041797682398,266.87800318781836,768.8261765804224,826.6440569809105,1996115,5.3,228,140,35,223,0,103,703,184,18163,5,2967,3874,2165,1678,29,580,0,2237,27,1811,0,978,441,45,216,795,1222,378,861,112,30,40.16,247.04,307.53,1972.27,0.21,0.55,0.1,3.62,0.6,5.52,2.25,18.4,31.7,0.27271524937190494,43.2325
Lesotho,Africa,2006,-13.032624667100905,413.81642039137495,1062.409243113552,269.6978119230989,792.7114311904572,853.1633019246779,1989933,5.4,232,138,35,222,0,103,694,184,17506,5,3028,3901,2188,1639,29,603,0,2145,27,1834,2,999,450,45,216,814,1218,374,852,113,29,47.12,248.2,317.52,1982.16,0.21,0.55,0.1,3.63,0.6,5.54,2.25,17.9,32.4,0.302664461567299,42.9136
Lesotho,Africa,2007,11.808324321461091,450.8037575696926,1131.2848638428104,313.28811348880333,817.9967503540041,946.5005152688626,1986926,5.5,242,136,35,225,0,106,693,193,15716,5,3060,3921,2205,1634,30,623,0,2070,27,1858,0,1021,458,46,218,827,1211,369,842,115,29,41.84,249.36,303.39,1965.41,0.21,0.55,0.1,3.63,0.6,5.56,2.24,17.5,33,0.3323007500027681,43.1225
Lesotho,Africa,2008,14.340416327323124,470.53675155596665,1131.990182109248,340.91582901869987,791.0743530296357,962.157650915003,1987130,5.4,213,134,36,233,0,110,695,204,13744,5,3090,3960,2222,1620,30,646,0,2012,27,1898,0,1051,469,47,226,845,1209,368,839,118,29,41.96,246.52,289.8,1979.72,0.21,0.55,0.1,3.63,0.61,5.58,2.23,17.1,33.7,0.36194612330345777,43.5657
Lesotho,Africa,2009,18.900712810054195,391.57292050431454,1214.4311624765958,380.36686745370594,834.0642950228853,998.3778511914117,1990135,5.9,211,132,36,234,0,110,695,197,12596,6,3067,3946,2188,1521,30,665,0,1930,27,1917,4,1065,476,48,227,852,1194,365,831,119,28,42.76,249.96,295.38,1980.9,0.21,0.55,0.1,3.63,0.61,5.6,2.22,16.799999,34.4,0.3915900177626141,44.034
Lesotho,Africa,2010,21.823690420572465,471.6610259388186,1506.4577423318292,446.8765340591674,1059.5812083411097,1208.9419956856093,1995575,5.6,211,130,36,232,0,111,704,195,11834,6,3075,3986,2177,1447,31,685,0,1862,27,1962,1,1098,489,48,225,870,1195,366,832,121,28,44.12,254.52,284.85,1988.51,0.21,0.55,0.1,3.64,0.61,5.61,2.22,16.6,35,0.4212424990291019,45.5955
Lesotho,Africa,2011,-34.752350861322846,614.2143861170889,1660.5361978488147,491.3395367829551,1169.1966611345883,1313.73575311622,2003793,5.8,213,130,36,237,0,114,703,190,11991,6,3064,3993,2178,1420,31,696,26,1798,27,1996,0,1122,500,49,230,888,1187,367,831,122,28,48,248.56,289.98,1963.46,0.21,0.55,0.1,3.65,0.61,5.62,2.22,16.700001,35.7,0.4508998683995802,46.6919
Lesotho,Africa,2012,-2.7897364893455348,514.0649237502009,1609.9442378030983,485.9063256423264,1124.037912160772,1333.410847506124,2014988,5.9,213,128,36,231,0,115,710,192,12704,6,3076,4059,2162,1388,32,716,0,1747,27,2058,5,1166,517,49,225,911,1195,374,844,124,27,45.64,250.8,279.9,1970.66,0.21,0.55,0.1,3.66,0.61,5.64,2.22,16.700001,36.3,0.4801527354009056,47.8354
Lithuania,Europe,2000,-11.256633793737285,1271.008780364031,2876.952488329882,738.7828212654506,2138.169667064442,1474.8871477818832,3499536,10.7,35,957,158,4,0,416,425,4,57,85,337,20116,483,96,562,1664,0,6,219,7634,0,227,214,157,2,813,1066,648,1305,164,3,204.72,214.6,678.96,2061.72,0.29,0.55,0.14,4.66,0.67,4.64,2.78,25.1,54.5,0.8624569085730223,72.0888
Lithuania,Europe,2001,-51.8352542829964,1554.7967399039708,3045.7160660109516,746.4656633681196,2299.2504026428437,1747.7192482002888,3470818,10.9,33,969,171,4,0,432,419,4,60,85,349,21048,516,85,559,1715,1,6,337,7991,0,235,230,169,2,851,1084,752,1460,170,2,208.68,208.68,759.15,2092.49,0.3,0.55,0.14,4.66,0.67,4.63,2.71,25.1,54.7,0.8678314449216294,71.7902
Lithuania,Europe,2002,4.0773541337631825,1962.864735067235,3514.408712447623,852.5406577801333,2661.8680546674896,2198.184796990712,3443067,11.1,34,977,177,4,0,410,347,5,60,77,345,20968,537,79,542,1640,1,6,285,7965,0,235,234,168,2,832,1062,803,1533,161,2,224.64,208.16,809.73,2033.47,0.3,0.55,0.14,4.66,0.65,4.59,2.6,25,55,0.872757631495408,71.8008
Lithuania,Europe,2003,20.867724272438352,2541.9238582107178,4609.904499753338,1076.4859558908304,3533.418543862506,2860.5066067331377,3415213,11.3,33,990,187,4,0,386,394,2,70,76,345,21231,565,77,538,1573,0,6,300,8058,0,237,240,172,2,819,1045,886,1651,158,2,230.56,201.36,844.29,2011.79,0.3,0.55,0.14,4.66,0.63,4.56,2.47,25,55.3,0.8773168759898724,72.1439
Lithuania,Europe,2004,-4.5234440508588944,3267.3738714884626,5639.083758913469,1285.292392754748,4353.791366158703,3740.4366945949673,3377075,11.5,32,1005,195,4,0,374,376,4,85,73,342,21346,596,75,539,1516,0,5,326,8077,0,240,243,174,2,806,1018,967,1766,154,2,264.6,202.48,854.1,2039.82,0.3,0.55,0.15,4.66,0.61,4.52,2.37,25.1,55.6,0.8838210581642397,72.228
Lithuania,Europe,2005,63.965828326320505,4332.930756542218,6520.102200262119,1455.9332509253918,5064.16894933671,4900.720201696419,3322528,11.8,32,1026,213,4,0,399,401,3,62,78,371,22657,663,73,551,1555,1,5,380,8483,0,262,259,189,2,828,1041,1147,2027,164,2,280.92,199.08,907.29,2075.71,0.3,0.55,0.15,4.66,0.61,4.49,2.31,25.299999,55.9,0.893988553294359,71.7418
Lithuania,Europe,2006,85.75366011941097,5263.643465842321,7688.4924909349475,1766.9692217625352,5921.523269172415,6210.526363226194,3269909,12,32,1047,227,4,0,403,379,1,63,86,379,23327,701,72,558,1534,2,5,416,8640,0,270,268,194,2,818,1041,1313,2262,162,2,289.32,186.2,911.97,2078.51,0.3,0.55,0.15,4.66,0.61,4.47,2.3,25.299999,56.3,0.902911059604411,71.5768
Lithuania,Europe,2007,444.80540864843,6343.300998230028,9924.386960293585,2145.3068706925555,7779.080089601008,7953.0373472455,3231294,12.1,32,1062,239,5,0,415,372,2,76,95,383,23757,737,70,552,1556,0,6,441,9074,0,276,272,199,2,786,1046,1455,2464,154,2,305,199.6,928.44,2129.96,0.3,0.55,0.15,4.66,0.63,4.44,2.29,25.4,56.6,0.9070672615986042,71.5366
Lithuania,Europe,2008,297.8140461437557,8619.627932119225,12488.220551607374,2794.3143790438685,9693.90617256349,10355.8451410143,3198231,12.2,29,1081,245,5,0,368,357,3,84,94,336,23217,690,66,517,1442,1,6,404,8931,1,266,263,177,2,658,975,1389,2410,135,2,318.32,190.08,923.67,2089.93,0.3,0.55,0.16,4.67,0.64,4.41,2.29,25.5,56.9,0.9090734846857528,72.417
Lithuania,Europe,2009,-621.8151517367455,6121.677946682082,10532.310164303131,2513.678291366957,8018.631872936176,6329.7370424412165,3162916,11.5,24,1101,239,4,0,308,279,1,78,86,274,21659,609,61,463,1268,0,6,349,8383,0,241,240,148,2,523,888,1198,2181,111,1,309.32,198.76,890.55,2071.37,0.3,0.55,0.16,4.67,0.66,4.39,2.29,25.9,57.2,0.9116002448373588,73.1775
Lithuania,Europe,2010,145.41321151035652,7667.112734135832,10057.40409711179,2379.5465802104745,7677.857516901335,7907.245647608063,3097282,11.6,23,1132,247,4,0,294,264,2,89,84,257,21923,582,57,435,1237,4,7,420,8535,0,240,240,138,2,464,877,1171,2191,105,1,296.4,185.52,898.38,1952.7,0.3,0.55,0.16,4.67,0.67,4.37,2.29,25.9,57.6,0.9234690286515724,73.4236
Lithuania,Europe,2011,488.70565189168514,10489.42417353043,11618.0479611914,2636.6469347312404,8981.401026460157,10875.89268944614,3028115,11.8,22,1173,252,4,0,272,244,2,78,85,241,21835,567,52,410,1202,0,8,322,8428,0,239,242,123,2,422,857,1131,2170,95,1,292.88,187.64,904.95,2023.53,0.3,0.55,0.16,4.66,0.7,4.35,2.29,25.799999,57.9,0.93784549133702,73.9256
Lithuania,Europe,2012,341.13288197494256,11243.560620093329,11445.230324159098,2508.7820284563923,8936.44829570272,11155.871182043282,2987773,11.7,21,1219,258,4,0,255,216,3,68,92,231,21766,561,44,385,1174,0,9,351,8371,0,241,245,114,2,396,840,1091,2160,92,1,303.84,193.04,850.14,2042.98,0.3,0.55,0.17,4.64,0.74,4.33,2.29,25.799999,58.2,0.9445861516253076,74.2029
Luxembourg,Europe,2000,427.0374106672176,71664.9748933823,26484.394461161588,7035.922166436213,19448.47229472549,60560.55150346711,436300,10.3,2,131,37,5,0,3,7,0,4,15,3,1445,112,11,22,67,2,7,1,1085,0,58,73,1,4,57,183,99,197,3,0,269.84,126.8,1300.68,1781.68,0.31,0.98,0.55,5.89,1.49,3.96,2.65,28.799999,51.4,0.9994751317900528,77.8112
Luxembourg,Europe,2001,404.5713813813306,70758.01638928759,27176.33808017349,7420.940736728973,19755.39734344447,60286.58161655852,441525,10.5,2,133,37,5,0,3,7,0,4,14,3,1406,114,11,22,66,0,7,1,1075,0,57,74,1,4,53,179,97,194,3,0,300.4,129.56,1374.3,1679.74,0.31,0.98,0.56,5.89,1.48,3.93,2.64,28.6,51.9,0.9969084423305588,78.1614
Luxembourg,Europe,2002,39.83893234821068,71939.90670090413,30355.07907321298,8417.767917141033,21937.311156072017,60315.3736694194,446175,10.7,2,135,38,5,0,3,8,0,4,14,3,1392,119,10,22,66,0,8,1,1084,0,58,76,1,4,51,181,96,192,3,0,289.76,135.48,1358.64,1700.12,0.31,0.99,0.56,5.89,1.44,3.89,2.63,28.4,52.4,0.994423712668796,78.3607
Luxembourg,Europe,2003,5.322876030187919,87071.35620153068,37996.23098822819,10728.826411489226,27267.40457673892,73492.24712900892,451630,10.9,2,135,39,5,0,3,7,0,4,15,2,1365,120,9,22,64,0,9,1,1089,0,58,77,1,4,48,178,94,191,3,0,297.28,135,1370.79,1685.93,0.31,0.99,0.57,5.89,1.4,3.84,2.61,28,52.9,0.9903571507650069,77.7679
Luxembourg,Europe,2004,314.1025240690512,109824.1722894284,43134.33518462895,12512.22985135559,30622.10533327345,92829.68426783288,458095,11.1,2,137,41,5,0,3,7,0,4,15,2,1355,119,8,22,64,0,10,1,1112,0,59,79,1,5,44,180,94,193,3,0,299.56,132.88,1401.66,1654.9,0.31,0.99,0.58,5.88,1.36,3.8,2.6,27.5,53.4,0.9862015520798088,79.2197
Luxembourg,Europe,2005,502.00665383143576,124529.97799704294,44459.76699546219,13424.456548527854,31035.310446934374,105447.57879684192,465158,11.3,1,141,42,5,0,3,6,0,3,15,2,1344,119,7,22,63,0,11,1,1122,0,60,81,1,5,43,182,92,193,3,0,302.24,137.96,1367.46,1694.34,0.31,0.99,0.58,5.88,1.34,3.76,2.58,26.9,53.9,0.9841645204425165,79.4015
Luxembourg,Europe,2006,681.1848144202422,152154.1378031447,46619.49646677133,13761.668050716493,32857.82841605503,125303.54874474196,472637,11.5,1,145,44,5,0,3,6,0,3,16,2,1333,118,7,22,63,0,12,1,1135,0,61,83,1,5,41,182,93,194,3,0,294.32,145.04,1319.67,1745.97,0.31,0.99,0.59,5.88,1.35,3.72,2.57,26.5,54.4,0.9849990584740508,79.4147
Luxembourg,Europe,2007,972.5638402003092,182012.3690368455,52398.30225075115,15486.986842578808,36911.31540817241,148021.62224494628,479993,11.7,1,150,45,5,0,3,6,0,3,15,2,1300,117,6,22,61,0,13,1,1141,0,61,86,1,5,39,184,90,193,3,0,287.84,147,1305.63,1760.53,0.31,0.99,0.59,5.87,1.37,3.68,2.56,26,54.8,0.989274843591469,79.4774
Luxembourg,Europe,2008,861.21845152608,193691.466012625,58342.385801865144,17377.887283105392,40964.49851875985,156779.70007657792,488650,11.7,1,155,46,5,0,3,6,0,3,15,2,1270,116,6,22,60,0,14,1,1144,0,61,88,1,5,37,186,88,191,3,0,283.52,149.16,1315.44,1762.88,0.31,0.99,0.59,5.86,1.39,3.63,2.54,25.5,55.3,0.9931914458201166,80.4718
Luxembourg,Europe,2009,-647.8824810161977,161210.40145384576,56124.874961305424,17525.261158843154,38599.613802462314,125990.46905691177,497783,11.8,1,160,47,6,0,3,6,0,3,15,2,1263,117,6,22,60,0,14,1,1164,0,61,90,1,5,36,191,88,193,3,0,273.08,159.28,1294.29,1784.35,0.31,0.99,0.6,5.86,1.41,3.59,2.53,25.200001,55.7,0.9973160995855624,80.6129
Luxembourg,Europe,2010,1973.5335942586391,180246.5757339994,55576.13182281297,17487.17955293177,38088.95226988123,145076.9856793245,506953,11.8,1,168,49,6,0,3,6,0,3,15,2,1262,117,6,23,61,0,15,1,1175,0,63,94,1,5,35,195,88,194,3,0,271.2,169.88,1262.34,1822.58,0.31,0.99,0.6,5.85,1.41,3.57,2.52,25.1,56.2,1,80.5731
Luxembourg,Europe,2011,13.6050722757683,201470.53445206975,59990.256111727664,19072.329436597607,40917.92667513018,165496.17558859548,518347,11.8,1,175,50,6,0,3,6,0,2,15,2,1254,118,6,23,62,0,15,1,1184,0,63,98,1,6,35,198,87,194,3,0,285.16,170.56,1238.22,1838.06,0.31,0.99,0.61,5.85,1.41,3.56,2.51,25.200001,56.6,1,80.7663
Luxembourg,Europe,2012,99.14772438596468,192769.26325493175,56983.4382421105,18356.957602209488,38626.48063990105,158275.01467501876,530946,11.8,1,183,51,6,0,3,6,0,2,15,2,1251,119,6,24,63,0,15,1,1197,0,63,102,1,6,34,202,87,196,3,0,294.24,168.2,1262.97,1814.59,0.31,0.99,0.61,5.85,1.38,3.55,2.5,25.299999,57.1,0.9996082464130064,80.9818
Madagascar,Africa,2000,0.29134838174070193,81.31589302869712,230.6067660957273,34.76502017833593,195.84174591739125,82.48298707202967,15766806,5.2,2835,552,141,9070,6750,491,523,2630,480,21,11203,23013,17386,12704,95,982,153,20836,114,6708,1,1752,1271,339,8818,2171,4763,3183,4683,364,226,50.16,136.56,243.18,1576.1,0.21,0.6,0.08,3.88,0.34,4.85,1.4,20.5,16,0.10188220746801856,57.9382
Madagascar,Africa,2001,0.3646273097931681,85.68970002651263,257.838223208664,44.275784096322944,213.5624391123406,87.16078170744385,16260933,5.2,2850,558,142,8791,7629,485,485,2670,626,22,10890,23138,16823,12844,97,993,0,20776,113,6782,0,1771,1275,337,8552,2182,4726,3227,4740,362,220,42.4,139.04,232.47,1579.09,0.21,0.6,0.08,3.89,0.34,4.85,1.39,20.200001,16.4,0.11204338644037216,58.5702
Madagascar,Africa,2002,0.2567082776872951,44.5318996862373,257.628127931755,39.39538471575912,218.2327432159957,56.8194580165552,16765122,5.3,2905,566,145,8659,8020,486,567,2772,783,24,10860,23830,16550,13073,100,1032,23,20535,115,6979,6,1833,1306,342,8425,2242,4793,3314,4878,366,213,41.76,138.28,229.59,1537.37,0.22,0.6,0.08,3.89,0.34,4.84,1.38,19.799999,16.8,0.1222316783617799,58.8925
Madagascar,Africa,2003,0.3753162415502329,72.39951320486918,323.4343022380664,59.66511900425016,263.76918323381625,97.53346987170715,17279139,5.4,2911,572,147,8380,8871,476,501,2796,944,25,10766,24416,16149,13237,104,1066,105,20672,117,7131,0,1890,1332,343,8153,2274,4837,3394,5001,366,207,41.16,143.12,236.88,1555.84,0.22,0.6,0.08,3.89,0.35,4.83,1.37,19.4,17.2,0.132445430296035,59.491
Madagascar,Africa,2004,0.4192087911707532,91.32930013089204,239.8299380973137,40.254643168076015,199.57529492926807,112.56313192099226,17802992,5.5,2909,580,149,8122,9591,468,487,2790,1103,26,10514,24756,15741,13410,106,1083,395,20549,116,7254,1,1918,1343,342,7901,2294,4830,3450,5086,364,203,40.8,144.28,233.46,1561.46,0.22,0.6,0.08,3.9,0.35,4.82,1.37,18.799999,17.6,0.14268680230828615,60.1487
Madagascar,Africa,2005,0.44619886391435937,82.50828661953756,270.00052239404135,44.237075478418994,225.76344691562264,108.59939293563812,18336722,5.6,2998,591,150,8388,10753,490,481,2724,1254,27,10212,24922,15777,13574,107,1093,107,21550,117,7361,2,1930,1352,350,8170,2345,4841,3504,5174,375,202,43.64,148.48,241.56,1626.32,0.22,0.6,0.08,3.9,0.35,4.81,1.36,17.5,18,0.15362909466588412,60.5697
Madagascar,Africa,2006,0.5405106842697547,91.83542384910064,274.0934801711305,45.93109856600493,228.1623816051253,115.3496443676066,18880265,5.7,3002,601,151,8179,10767,484,473,2647,1392,27,10237,25124,15551,13659,109,1098,4,21788,118,7419,0,1943,1360,349,7967,2350,4842,3527,5234,374,204,44.12,149.32,258.66,1630.9,0.22,0.6,0.08,3.9,0.35,4.81,1.35,16.299999,18.5,0.1646402738520884,61.3152
Madagascar,Africa,2007,0.8183786114609962,121.9295979813554,371.0691901010316,83.47192881132497,287.5972612897067,170.66563505582212,19433520,5.8,3034,608,151,8019,9336,485,473,2563,1520,28,10556,25464,15489,13694,111,1112,91,22283,122,7520,1,1964,1376,350,7814,2375,4874,3566,5326,376,208,44.24,150.6,250.92,1650.24,0.22,0.61,0.08,3.91,0.35,4.81,1.35,15.3,18.9,0.17571911830692535,61.7571
Madagascar,Africa,2008,5.123354625741106,148.60794944315438,430.1369459991961,75.50206255975503,354.63488343947006,250.20875298090075,19996476,5.9,2849,623,155,8098,6674,499,479,2630,1643,29,10986,26373,15695,13767,115,1154,105,23195,127,7797,0,2033,1423,361,7894,2467,5008,3683,5526,387,216,43.44,146.48,249.84,1621.24,0.22,0.61,0.08,3.92,0.35,4.81,1.34,14.4,19.4,0.18687107668371167,62.1418
Madagascar,Africa,2009,0.2971674589458482,95.2651090554314,394.7819174776241,58.48283918870015,336.29907828892397,196.5344017231189,20569115,5.9,2847,638,158,7995,5506,503,563,2650,1759,31,11287,27161,15719,13833,119,1192,27,23458,130,8040,71,2101,1473,367,7793,2533,5108,3778,5689,393,223,43.2,146.96,233.1,1641.74,0.22,0.61,0.08,3.92,0.35,4.8,1.34,13.8,19.9,0.19808601390968936,62.7343
Madagascar,Africa,2010,5.387393691245691,103.23815383531016,411.07052970561904,61.90252212651313,349.1680075791059,169.90774199907526,21151640,6,2791,653,161,7571,5344,481,478,2648,1865,32,11421,27799,15370,13811,123,1222,120,22804,131,8226,2,2157,1507,364,7374,2555,5162,3848,5806,389,228,42.64,147.36,230.49,1647.51,0.21,0.61,0.08,3.93,0.35,4.8,1.33,13.6,20.5,0.20936901346656808,62.8729
